p sp 3278 4982
a 1136 1793 95.5 81.6
a 1136 1874 6.3 5.4
a 1136 2892 26.5 22.6
a 1137 889 8.5 7.3
a 1137 2740 18.7 16.0
a 1137 2896 23.2 19.8
a 1138 603 6.8 5.8
a 1138 1885 21.7 18.5
a 1138 1988 4.4 3.8
a 1139 1843 24.4 20.9
a 1140 675 15.7 13.4
a 1140 847 12.9 11.0
a 1140 2081 13.0 11.1
a 1140 3044 14.3 12.2
a 1141 116 21.5 18.4
a 1141 1100 52.6 45.0
a 1141 2175 50.7 43.3
a 1141 2563 49.7 42.5
a 1142 621 19.5 16.7
a 1142 704 8.3 7.1
a 1142 1784 43.9 37.5
a 1143 1532 5.8 5.0
a 1143 3131 38.7 33.1
a 1143 3148 15.1 12.9
a 1144 287 47.0 40.2
a 1144 674 8.8 7.5
a 1144 1817 40.3 34.4
a 1144 1862 10.0 8.5
a 1145 284 18.8 16.1
a 1145 716 3.0 2.6
a 1145 3048 146.0 124.8
a 1146 300 56.7 48.5
a 1146 808 555.0 474.4
a 1146 1243 59.7 51.0
a 1146 2842 545.1 465.9
a 1147 654 67.5 57.7
a 1147 1650 32.5 27.8
a 1147 2219 8.6 7.4
a 1148 315 37.6 32.1
a 1148 1798 18.6 15.9
a 1148 2218 13.6 11.6
a 1149 291 8.3 7.1
a 1149 1769 7.2 6.2
a 1149 2641 25.4 21.7
a 1149 2850 14.3 12.2
a 1150 324 16.6 14.2
a 1150 347 100.3 85.7
a 1150 993 7.1 6.1
a 1151 1236 4.8 4.1
a 1152 199 24.3 20.8
a 1152 838 31.9 27.3
a 1152 1226 10.4 8.9
a 1153 363 160.1 136.8
a 1153 2492 71.8 61.4
a 1153 2575 24.6 21.0
a 1154 564 9.2 7.9
a 1154 1937 25.6 21.9
a 1154 3177 4.0 3.4
a 1155 2546 182.9 156.3
a 1156 1329 12.3 10.5
a 1156 2090 8.4 7.2
a 1156 2371 121.4 103.8
a 1156 2577 21.8 18.6
a 1157 788 56.7 48.5
a 1157 2104 8.6 7.4
a 1157 2265 6.5 5.6
a 1158 19 15.3 13.1
a 1158 569 24.6 21.0
a 1158 1385 5.7 4.9
a 1159 1676 11.8 10.1
a 1159 1885 22.6 19.3
a 1159 2205 38.1 32.6
a 1160 1330 5.3 4.5
a 1161 585 7.2 6.2
a 1161 1888 12.2 10.4
a 1161 2031 12.1 10.3
a 1161 3035 29.0 24.8
a 1162 277 16.4 14.0
a 1162 703 25.8 22.1
a 1162 1193 35.7 30.5
a 1162 2965 5.8 5.0
a 1163 1728 22.4 19.1
a 1163 2825 34.7 29.7
a 1163 3029 6.9 5.9
a 1164 1339 37.0 31.6
a 1164 2080 6.2 5.3
a 1164 2509 6.6 5.6
a 1164 3246 11.0 9.4
a 1165 1050 176.5 150.9
a 1165 1258 7.2 6.2
a 1165 2137 5.6 4.8
a 1165 3138 16.4 14.0
a 1166 88 42.6 36.4
a 1166 678 76.1 65.0
a 1166 931 86.8 74.2
a 1166 947 314.5 268.8
a 1167 813 3.7 3.2
a 1168 136 31.3 26.8
a 1168 567 32.6 27.9
a 1168 619 7.8 6.7
a 1169 811 14.3 12.2
a 1169 917 8.9 7.6
a 1169 1469 13.5 11.5
a 1169 2419 132.5 113.2
a 1170 268 5.8 5.0
a 1170 826 47.0 40.2
a 1170 1848 8.9 7.6
a 1171 557 83.6 71.5
a 1171 842 31.8 27.2
a 1171 3071 28.1 24.0
a 1171 3175 7.6 6.5
a 1172 123 47.9 40.9
a 1172 578 6.0 5.1
a 1172 843 152.4 130.3
a 1172 1614 22.0 18.8
a 1173 301 69.6 59.5
a 1173 2602 85.1 72.7
a 1173 3084 24.7 21.1
a 1174 638 26.2 22.4
a 1174 991 22.0 18.8
a 1174 1277 56.3 48.1
a 1174 1428 10.3 8.8
a 1175 731 4.3 3.7
a 1175 1988 238.7 204.0
a 1175 2090 23.8 20.3
a 1176 2902 110.8 94.7
a 1177 1135 60.8 52.0
a 1177 1560 12.4 10.6
a 1177 2398 74.7 63.8
a 1178 297 1.6 1.4
a 1178 911 44.4 37.9
a 1178 1672 7.0 6.0
a 1179 1307 39.6 33.8
a 1179 1337 57.9 49.5
a 1179 2174 10.3 8.8
a 1180 1858 48.6 41.5
a 1180 2203 42.7 36.5
a 1180 2702 4.3 3.7
a 1181 1532 5.0 4.3
a 1182 3237 8.9 7.6
a 1183 277 14.2 12.1
a 1183 1291 25.4 21.7
a 1183 1556 14.8 12.6
a 1183 1632 20.1 17.2
a 1184 2602 78.9 67.4
a 1184 2623 38.6 33.0
a 1184 2968 23.9 20.4
a 1185 709 12.7 10.9
a 1185 710 27.9 23.8
a 1185 1553 24.2 20.7
a 1186 577 8.9 7.6
a 1186 2124 68.2 58.3
a 1186 2176 63.0 53.8
a 1186 2306 9.2 7.9
a 1187 125 35.4 30.3
a 1187 3016 8.6 7.4
a 1187 3229 11.1 9.5
a 1188 859 62.1 53.1
a 1188 1129 5.4 4.6
a 1188 1303 63.0 53.8
a 1189 1814 11.2 9.6
a 1189 2868 17.1 14.6
a 1189 3274 52.7 45.0
a 1190 1508 37.7 32.2
a 1190 2453 6.6 5.6
a 1190 2820 27.4 23.4
a 1191 858 228.0 194.9
a 1192 2872 14.8 12.6
a 1193 330 5.6 4.8
a 1193 608 48.7 41.6
a 1193 1162 35.7 30.5
a 1194 254 38.7 33.1
a 1194 559 5.4 4.6
a 1194 1795 7.2 6.2
a 1194 3068 101.4 86.7
a 1195 2112 24.0 20.5
a 1196 1690 10.9 9.3
a 1196 1772 7.7 6.6
a 1196 2086 0.8 0.7
a 1197 358 28.7 24.5
a 1197 2161 53.0 45.3
a 1197 3171 33.3 28.5
a 1198 1801 1.9 1.6
a 1198 1863 32.1 27.4
a 1198 3150 73.5 62.8
a 1199 288 6.3 5.4
a 1199 1607 20.4 17.4
a 1199 2014 9.0 7.7
a 1200 8 41.8 35.7
a 1200 815 4.8 4.1
a 1200 1269 34.8 29.7
a 1200 2473 44.8 38.3
a 1201 1966 31.5 26.9
a 1201 3080 15.6 13.3
a 1201 3158 86.1 73.6
a 1202 2291 6.9 5.9
a 1202 2310 15.8 13.5
a 1202 2706 7.9 6.8
a 1203 999 5.6 4.8
a 1203 2442 20.8 17.8
a 1203 2888 42.8 36.6
a 1203 3235 41.5 35.5
a 1204 900 5.6 4.8
a 1204 1845 6.2 5.3
a 1204 2193 50.6 43.2
a 1205 387 8.6 7.4
a 1205 791 18.3 15.6
a 1205 1705 10.6 9.1
a 1205 2676 24.0 20.5
a 1206 116 50.8 43.4
a 1206 1111 38.9 33.2
a 1206 2175 21.7 18.5
a 1207 1029 31.2 26.7
a 1207 1751 32.1 27.4
a 1207 2814 48.2 41.2
a 1208 530 36.6 31.3
a 1208 634 8.7 7.4
a 1208 2294 4.6 3.9
a 1209 560 129.3 110.5
a 1209 638 62.8 53.7
a 1209 1277 25.9 22.1
a 1209 2395 25.9 22.1
a 1210 121 10.2 8.7
a 1210 969 5.5 4.7
a 1210 2042 14.9 12.7
a 1211 21 6.7 5.7
a 1211 1949 175.9 150.3
a 1211 2299 99.5 85.0
a 1212 541 11.4 9.7
a 1212 1059 125.5 107.3
a 1212 3187 5.5 4.7
a 1213 802 271.5 232.1
a 1214 317 5.3 4.5
a 1214 602 35.0 29.9
a 1214 762 1.9 1.6
a 1215 835 64.1 54.8
a 1215 2156 48.2 41.2
a 1215 2375 69.1 59.1
a 1216 1426 9.8 8.4
a 1217 62 12.6 10.8
a 1217 66 42.7 36.5
a 1217 2409 28.7 24.5
a 1218 1697 8.2 7.0
a 1218 2348 4.5 3.8
a 1218 3250 116.0 99.1
a 1219 261 7.3 6.2
a 1219 1985 8.6 7.4
a 1219 2292 8.1 6.9
a 1219 2830 6.8 5.8
a 1220 203 42.4 36.2
a 1220 1815 24.1 20.6
a 1220 2473 8.3 7.1
a 1221 674 6.9 5.9
a 1221 761 49.5 42.3
a 1221 1439 5.1 4.4
a 1221 1862 5.1 4.4
a 1222 816 7.1 6.1
a 1222 1872 17.8 15.2
a 1222 3273 15.0 12.8
a 1223 1946 9.7 8.3
a 1224 1257 15.5 13.2
a 1224 1712 17.9 15.3
a 1224 2178 13.8 11.8
a 1224 2280 9.4 8.0
a 1225 2823 113.5 97.0
a 1226 44 47.5 40.6
a 1226 1152 10.4 8.9
a 1226 2732 56.2 48.0
a 1227 493 9.2 7.9
a 1227 2595 10.4 8.9
a 1227 2650 7.4 6.3
a 1227 3064 11.5 9.8
a 1228 719 4.8 4.1
a 1228 732 4.2 3.6
a 1228 2183 60.0 51.3
a 1228 2626 35.7 30.5
a 1229 282 28.8 24.6
a 1229 2905 83.3 71.2
a 1229 2945 25.5 21.8
a 1230 908 91.5 78.2
a 1230 1702 6.2 5.3
a 1230 1873 35.7 30.5
a 1231 830 47.7 40.8
a 1232 36 7.6 6.5
a 1233 94 6.6 5.6
a 1233 1009 7.3 6.2
a 1233 1845 23.2 19.8
a 1233 2372 109.5 93.6
a 1234 274 18.4 15.7
a 1234 1707 25.9 22.1
a 1234 2074 15.2 13.0
a 1235 906 3.9 3.3
a 1235 1534 17.2 14.7
a 1235 2605 69.6 59.5
a 1235 3249 5.8 5.0
a 1236 33 26.2 22.4
a 1236 1039 3.4 2.9
a 1236 1151 4.8 4.1
a 1237 577 52.0 44.4
a 1237 1855 8.3 7.1
a 1237 2628 129.6 110.8
a 1238 860 11.3 9.7
a 1238 2427 12.3 10.5
a 1238 2935 10.8 9.2
a 1239 685 6.7 5.7
a 1239 1827 5.2 4.4
a 1239 2107 5.8 5.0
a 1239 2866 820.8 701.5
a 1240 1687 26.0 22.2
a 1240 2133 28.0 23.9
a 1240 3217 14.5 12.4
a 1241 382 14.4 12.3
a 1241 2211 19.3 16.5
a 1241 2663 84.0 71.8
a 1241 3179 14.6 12.5
a 1242 229 18.2 15.6
a 1242 763 64.3 55.0
a 1242 1425 8.1 6.9
a 1242 1826 1.8 1.5
a 1243 1146 59.7 51.0
a 1243 1846 9.8 8.4
a 1243 2185 8.8 7.5
a 1244 2328 98.5 84.2
a 1245 1353 5.1 4.4
a 1245 1578 11.4 9.7
a 1245 2240 5.7 4.9
a 1245 2394 27.5 23.5
a 1246 896 7.0 6.0
a 1246 1356 3.9 3.3
a 1246 2750 86.6 74.0
a 1246 2915 9.6 8.2
a 1247 1102 115.3 98.5
a 1247 1108 39.8 34.0
a 1247 1869 17.1 14.6
a 1247 2466 9.2 7.9
a 1248 251 176.6 150.9
a 1248 978 27.7 23.7
a 1248 1566 52.9 45.2
a 1249 3089 79.9 68.3
a 1250 2184 17.4 14.9
a 1250 2339 26.6 22.7
a 1250 2925 12.1 10.3
a 1251 1101 7.4 6.3
a 1251 1503 12.6 10.8
a 1251 1834 6.2 5.3
a 1251 2105 109.7 93.8
a 1252 1525 29.5 25.2
a 1253 331 139.1 118.9
a 1253 599 21.9 18.7
a 1253 3105 2.9 2.5
a 1254 909 409.3 349.8
a 1254 2023 8.6 7.4
a 1254 2840 404.0 345.3
a 1255 1870 5.4 4.6
a 1255 2688 6.6 5.6
a 1255 2691 2.5 2.1
a 1255 3215 45.2 38.6
a 1256 1528 12.3 10.5
a 1256 2545 25.0 21.4
a 1256 2807 20.8 17.8
a 1257 352 9.2 7.9
a 1257 1224 15.5 13.2
a 1257 1932 18.0 15.4
a 1257 2145 11.5 9.8
a 1258 578 20.8 17.8
a 1258 1165 7.2 6.2
a 1258 1614 5.8 5.0
a 1258 2491 16.8 14.4
a 1259 2153 10.1 8.6
a 1259 2468 15.5 13.2
a 1259 2475 7.6 6.5
a 1259 3160 8.6 7.4
a 1260 1015 10.8 9.2
a 1260 2587 28.2 24.1
a 1260 3051 6.1 5.2
a 1261 309 14.1 12.1
a 1261 997 28.9 24.7
a 1261 1324 4.9 4.2
a 1262 719 60.5 51.7
a 1262 2183 6.9 5.9
a 1262 2193 70.9 60.6
a 1263 204 5.1 4.4
a 1263 436 2.3 2.0
a 1263 660 77.8 66.5
a 1263 1043 3.6 3.1
a 1264 2479 87.8 75.0
a 1264 2557 18.1 15.5
a 1264 2857 16.4 14.0
a 1265 462 9.1 7.8
a 1265 584 29.9 25.6
a 1265 3004 14.2 12.1
a 1266 870 2.1 1.8
a 1267 532 32.7 27.9
a 1267 579 9.0 7.7
a 1267 2712 15.8 13.5
a 1268 1345 14.2 12.1
a 1268 2686 61.9 52.9
a 1268 2806 65.9 56.3
a 1268 3034 21.3 18.2
a 1269 587 6.8 5.8
a 1269 1200 34.8 29.7
a 1269 2979 36.0 30.8
a 1270 367 6.6 5.6
a 1270 1006 15.2 13.0
a 1270 1402 5.8 5.0
a 1270 2341 67.3 57.5
a 1271 1877 210.3 179.7
a 1272 390 33.9 29.0
a 1272 458 47.0 40.2
a 1272 3263 47.4 40.5
a 1273 915 9.5 8.1
a 1273 1098 14.3 12.2
a 1273 2352 128.2 109.6
a 1273 3161 18.1 15.5
a 1274 565 37.5 32.1
a 1274 1530 7.2 6.2
a 1274 1645 80.5 68.8
a 1274 2669 6.6 5.6
a 1275 527 6.5 5.6
a 1275 988 30.1 25.7
a 1275 1007 8.2 7.0
a 1275 2003 7.8 6.7
a 1276 237 119.5 102.1
a 1276 1545 6.9 5.9
a 1276 2746 27.8 23.8
a 1277 1174 56.3 48.1
a 1277 1209 25.9 22.1
a 1277 2799 20.0 17.1
a 1277 3190 168.6 144.1
a 1278 214 69.9 59.7
a 1278 220 10.0 8.5
a 1278 2035 68.1 58.2
a 1279 1311 24.6 21.0
a 1279 2404 28.6 24.4
a 1279 2468 11.9 10.2
a 1280 704 8.0 6.8
a 1280 2636 28.0 23.9
a 1280 3083 14.3 12.2
a 1281 1687 44.0 37.6
a 1281 1770 74.0 63.2
a 1281 3219 41.3 35.3
a 1282 522 47.5 40.6
a 1282 2322 13.3 11.4
a 1282 2440 8.0 6.8
a 1282 3076 15.8 13.5
a 1283 943 88.6 75.7
a 1283 2444 22.1 18.9
a 1283 2713 74.6 63.8
a 1284 855 4.2 3.6
a 1284 3107 9.8 8.4
a 1284 3169 122.8 105.0
a 1285 287 31.4 26.8
a 1285 1817 37.7 32.2
a 1285 3241 40.8 34.9
a 1286 2083 11.1 9.5
a 1286 2135 4.2 3.6
a 1286 2251 7.8 6.7
a 1287 210 66.5 56.8
a 1287 1930 34.6 29.6
a 1287 2502 1.7 1.5
a 1287 2949 38.9 33.2
a 1288 878 39.1 33.4
a 1288 1775 26.6 22.7
a 1288 2519 30.0 25.6
a 1288 3149 11.0 9.4
a 1289 545 23.0 19.7
a 1289 778 7.1 6.1
a 1289 2170 21.9 18.7
a 1290 2347 6.2 5.3
a 1290 2349 13.4 11.5
a 1290 2549 13.4 11.5
a 1291 472 14.9 12.7
a 1291 1183 25.4 21.7
a 1291 1493 18.1 15.5
a 1291 1656 20.1 17.2
a 1292 967 40.7 34.8
a 1292 2139 29.7 25.4
a 1292 2728 359.4 307.2
a 1292 3105 145.0 123.9
a 1293 1839 25.7 22.0
a 1293 1994 28.8 24.6
a 1293 2028 68.3 58.4
a 1294 132 58.5 50.0
a 1294 981 90.7 77.5
a 1294 1974 8.5 7.3
a 1295 633 75.3 64.4
a 1295 888 40.6 34.7
a 1295 1378 7.7 6.6
a 1295 2182 44.2 37.8
a 1296 452 7.1 6.1
a 1296 744 5.6 4.8
a 1296 1683 32.2 27.5
a 1297 1356 87.6 74.9
a 1297 2191 21.9 18.7
a 1297 2750 5.0 4.3
a 1298 135 19.9 17.0
a 1298 675 8.1 6.9
a 1298 1429 8.9 7.6
a 1299 120 30.2 25.8
a 1299 651 14.4 12.3
a 1299 2052 26.0 22.2
a 1300 1367 23.1 19.7
a 1300 1708 14.3 12.2
a 1300 1848 7.1 6.1
a 1300 2798 45.1 38.5
a 1301 389 50.0 42.7
a 1301 2956 22.0 18.8
a 1301 3223 8.4 7.2
a 1302 471 117.5 100.4
a 1302 609 6.7 5.7
a 1302 1950 6.0 5.1
a 1303 853 5.4 4.6
a 1303 1188 63.0 53.8
a 1303 1390 7.2 6.2
a 1303 2915 9.2 7.9
a 1304 104 6.2 5.3
a 1304 470 6.2 5.3
a 1304 958 40.6 34.7
a 1305 1511 45.0 38.5
a 1305 2661 46.8 40.0
a 1305 2754 40.3 34.4
a 1306 10 103.8 88.7
a 1306 1489 11.3 9.7
a 1306 1853 9.3 7.9
a 1307 1179 39.6 33.8
a 1307 2508 12.2 10.4
a 1307 2854 20.4 17.4
a 1308 3255 19.6 16.8
a 1309 809 45.1 38.5
a 1309 1706 30.8 26.3
a 1309 2295 2.1 1.8
a 1310 766 4.2 3.6
a 1310 2158 5.0 4.3
a 1310 2401 37.1 31.7
a 1311 486 43.1 36.8
a 1311 872 43.5 37.2
a 1311 1279 24.6 21.0
a 1311 2160 8.7 7.4
a 1312 1592 6.2 5.3
a 1312 1710 74.5 63.7
a 1312 2212 82.1 70.2
a 1313 49 116.9 99.9
a 1313 230 6.6 5.6
a 1313 2114 12.4 10.6
a 1313 3253 112.7 96.3
a 1314 275 12.2 10.4
a 1314 554 1.8 1.5
a 1314 1802 6.9 5.9
a 1315 821 43.4 37.1
a 1315 2690 10.2 8.7
a 1315 2732 34.0 29.1
a 1316 1655 153.5 131.2
a 1317 446 24.1 20.6
a 1317 3159 53.9 46.1
a 1317 3236 6.0 5.1
a 1318 322 72.0 61.5
a 1318 603 3.8 3.2
a 1318 2930 8.8 7.5
a 1319 98 10.8 9.2
a 1319 896 49.6 42.4
a 1319 2270 35.5 30.3
a 1320 133 23.3 19.9
a 1320 1401 6.6 5.6
a 1320 1906 25.9 22.1
a 1321 475 30.9 26.4
a 1321 620 6.2 5.3
a 1321 1415 60.8 52.0
a 1321 3111 27.2 23.2
a 1322 71 57.3 49.0
a 1322 1804 59.9 51.2
a 1322 1916 5.4 4.6
a 1322 2937 5.3 4.5
a 1323 115 107.4 91.8
a 1323 127 10.1 8.6
a 1323 1641 21.4 18.3
a 1323 2547 11.6 9.9
a 1324 1261 4.9 4.2
a 1325 1765 7.9 6.8
a 1325 2138 5.6 4.8
a 1325 3062 36.5 31.2
a 1326 1915 34.7 29.7
a 1326 2285 79.7 68.1
a 1326 3110 13.0 11.1
a 1326 3195 40.5 34.6
a 1327 656 44.1 37.7
a 1327 663 45.4 38.8
a 1327 2257 22.9 19.6
a 1327 2993 2.6 2.2
a 1328 1481 19.6 16.8
a 1328 1759 15.8 13.5
a 1328 2906 21.3 18.2
a 1329 868 16.0 13.7
a 1329 884 15.7 13.4
a 1329 1156 12.3 10.5
a 1329 1976 121.1 103.5
a 1330 1080 45.7 39.1
a 1330 1160 5.3 4.5
a 1330 1671 66.7 57.0
a 1330 2593 9.8 8.4
a 1331 700 58.8 50.3
a 1332 702 9.0 7.7
a 1332 1739 6.9 5.9
a 1332 2124 58.8 50.3
a 1332 2894 13.1 11.2
a 1333 584 10.7 9.1
a 1333 854 9.9 8.5
a 1333 1771 16.4 14.0
a 1333 2416 96.4 82.4
a 1334 503 17.5 15.0
a 1334 1037 6.5 5.6
a 1334 3145 47.8 40.9
a 1335 308 6.9 5.9
a 1335 388 11.1 9.5
a 1335 2343 8.2 7.0
a 1335 3140 24.9 21.3
a 1336 1700 50.3 43.0
a 1336 1971 69.5 59.4
a 1336 2861 3.5 3.0
a 1337 1098 16.9 14.4
a 1337 1179 57.9 49.5
a 1337 2020 12.9 11.0
a 1337 2960 8.5 7.3
a 1338 2705 10.6 9.1
a 1339 239 5.8 5.0
a 1339 1120 55.1 47.1
a 1339 1164 37.0 31.6
a 1340 2351 4.2 3.6
a 1341 769 8.8 7.5
a 1341 1096 16.0 13.7
a 1341 1128 47.7 40.8
a 1342 2072 13.0 11.1
a 1342 2087 7.1 6.1
a 1342 2254 22.9 19.6
a 1343 851 11.1 9.5
a 1343 1570 4.6 3.9
a 1343 1980 35.4 30.3
a 1344 630 7.0 6.0
a 1344 2179 110.1 94.1
a 1344 2580 23.9 20.4
a 1345 176 62.0 53.0
a 1345 1268 14.2 12.1
a 1345 2806 78.8 67.4
a 1345 3264 6.2 5.3
a 1346 432 11.1 9.5
a 1346 1371 10.2 8.7
a 1346 1588 55.2 47.2
a 1347 557 28.6 24.4
a 1347 933 46.5 39.7
a 1347 2353 28.2 24.1
a 1348 844 22.8 19.5
a 1348 2863 7.9 6.8
a 1348 3151 11.2 9.6
a 1349 357 5.3 4.5
a 1349 2266 11.5 9.8
a 1349 3253 8.0 6.8
a 1350 2240 0.8 0.7
a 1351 180 373.9 319.6
a 1352 504 28.2 24.1
a 1352 1812 11.0 9.4
a 1352 3212 6.0 5.1
a 1353 101 14.0 12.0
a 1353 1245 5.1 4.4
a 1353 2373 25.9 22.1
a 1354 1091 37.3 31.9
a 1354 2503 26.0 22.2
a 1354 3209 41.5 35.5
a 1355 41 5.8 5.0
a 1355 200 7.1 6.1
a 1355 828 127.7 109.1
a 1355 2934 22.1 18.9
a 1356 839 6.1 5.2
a 1356 1246 3.9 3.3
a 1356 1297 87.6 74.9
a 1357 244 3.0 2.6
a 1357 958 35.4 30.3
a 1357 1486 18.1 15.5
a 1358 265 12.0 10.3
a 1358 1130 53.0 45.3
a 1358 2277 7.0 6.0
a 1358 3253 31.8 27.2
a 1359 865 60.5 51.7
a 1359 1590 51.2 43.8
a 1359 3081 6.1 5.2
a 1360 2136 38.2 32.6
a 1361 1515 15.7 13.4
a 1361 2184 2.1 1.8
a 1361 2339 12.2 10.4
a 1362 197 8.4 7.2
a 1362 1465 68.9 58.9
a 1362 2463 30.7 26.2
a 1362 2702 49.2 42.1
a 1363 1395 46.3 39.6
a 1363 1818 39.7 33.9
a 1363 2514 42.5 36.3
a 1363 3095 6.5 5.6
a 1364 749 117.5 100.4
a 1364 1755 42.2 36.1
a 1364 1837 38.1 32.6
a 1364 3226 6.2 5.3
a 1365 517 32.8 28.0
a 1365 2663 12.7 10.9
a 1365 2709 19.0 16.2
a 1366 11 6.3 5.4
a 1366 637 7.8 6.7
a 1366 2210 7.2 6.2
a 1367 1300 23.1 19.7
a 1367 1954 14.3 12.2
a 1367 2199 8.5 7.3
a 1367 2759 44.6 38.1
a 1368 2238 10.8 9.2
a 1369 908 367.1 313.8
a 1370 704 14.4 12.3
a 1370 2610 33.7 28.8
a 1370 2885 24.0 20.5
a 1370 3083 7.6 6.5
a 1371 665 43.6 37.3
a 1371 1132 52.8 45.1
a 1371 1346 10.2 8.7
a 1371 2791 15.1 12.9
a 1372 548 14.8 12.6
a 1372 2213 12.5 10.7
a 1372 2802 15.7 13.4
a 1372 3016 11.4 9.7
a 1373 166 118.2 101.0
a 1373 494 1.2 1.0
a 1373 1830 1.9 1.6
a 1374 1540 6.1 5.2
a 1374 1971 5.8 5.0
a 1374 2861 71.8 61.4
a 1375 659 4.2 3.6
a 1375 705 12.2 10.4
a 1375 3269 3.3 2.8
a 1376 283 7.1 6.1
a 1376 1030 37.6 32.1
a 1376 3008 2.4 2.1
a 1377 2191 42.4 36.2
a 1378 948 12.6 10.8
a 1378 1295 7.7 6.6
a 1378 1580 40.9 35.0
a 1378 2835 75.7 64.7
a 1379 678 48.5 41.5
a 1379 1964 45.7 39.1
a 1379 2643 47.6 40.7
a 1380 1722 12.8 10.9
a 1380 2138 36.5 31.2
a 1380 2165 15.9 13.6
a 1380 3062 5.3 4.5
a 1381 2178 10.5 9.0
a 1381 2280 12.4 10.6
a 1381 2310 10.0 8.5
a 1382 529 93.9 80.3
a 1382 2283 31.4 26.8
a 1382 2922 17.3 14.8
a 1383 328 17.3 14.8
a 1383 1728 40.5 34.6
a 1383 2825 15.4 13.2
a 1383 3074 46.7 39.9
a 1384 825 52.7 45.0
a 1384 2409 133.7 114.3
a 1384 2764 26.6 22.7
a 1385 354 15.4 13.2
a 1385 1158 5.7 4.9
a 1385 2123 61.4 52.5
a 1385 3111 24.5 20.9
a 1386 2968 5.4 4.6
a 1387 69 8.5 7.3
a 1387 2822 19.5 16.7
a 1387 2859 157.8 134.9
a 1387 2919 11.1 9.5
a 1388 1051 3.5 3.0
a 1389 35 1.6 1.4
a 1389 1409 71.3 60.9
a 1389 2188 22.1 18.9
a 1390 1078 7.8 6.7
a 1390 1303 7.2 6.2
a 1390 1609 9.2 7.9
a 1390 2330 74.8 63.9
a 1391 2239 7.9 6.8
a 1392 70 4.0 3.4
a 1392 526 8.5 7.3
a 1392 2544 36.4 31.1
a 1393 161 70.2 60.0
a 1393 384 36.2 30.9
a 1393 1466 36.0 30.8
a 1394 2084 45.0 38.5
a 1394 2902 26.9 23.0
a 1394 3018 9.7 8.3
a 1395 721 5.5 4.7
a 1395 826 82.9 70.9
a 1395 1363 46.3 39.6
a 1395 1936 58.0 49.6
a 1396 1684 5.3 4.5
a 1397 345 29.6 25.3
a 1397 718 7.6 6.5
a 1397 2473 12.6 10.8
a 1398 2568 121.0 103.4
a 1399 241 9.7 8.3
a 1399 389 7.8 6.7
a 1399 3223 48.5 41.5
a 1400 980 16.0 13.7
a 1400 2378 55.6 47.5
a 1400 2423 19.4 16.6
a 1401 1320 6.6 5.6
a 1401 1601 20.4 17.4
a 1401 2038 28.9 24.7
a 1402 167 6.0 5.1
a 1402 1270 5.8 5.0
a 1402 1855 67.1 57.4
a 1403 1116 5.9 5.0
a 1404 3043 3.9 3.3
a 1405 1498 7.8 6.7
a 1405 2352 76.6 65.5
a 1405 2677 17.2 14.7
a 1406 2829 7.3 6.2
a 1407 1780 6.0 5.1
a 1407 2026 11.5 9.8
a 1407 2194 7.3 6.2
a 1407 2350 40.1 34.3
a 1408 857 46.1 39.4
a 1408 1788 30.0 25.6
a 1408 1892 15.2 13.0
a 1409 828 33.0 28.2
a 1409 1389 71.3 60.9
a 1409 2188 49.7 42.5
a 1410 2139 323.5 276.5
a 1411 724 112.6 96.2
a 1411 835 10.7 9.1
a 1411 3227 14.1 12.1
a 1412 1952 83.0 70.9
a 1412 1982 7.5 6.4
a 1412 2891 22.1 18.9
a 1412 2982 13.6 11.6
a 1413 1454 7.0 6.0
a 1413 2252 51.2 43.8
a 1413 2932 67.1 57.4
a 1414 2119 58.5 50.0
a 1414 2546 13.7 11.7
a 1414 2889 184.6 157.8
a 1415 566 29.5 25.2
a 1415 1321 60.8 52.0
a 1415 1782 27.2 23.2
a 1416 1027 35.8 30.6
a 1416 2248 83.6 71.5
a 1416 2772 54.5 46.6
a 1417 1912 91.7 78.4
a 1417 1939 6.3 5.4
a 1417 2259 4.4 3.8
a 1417 2564 2.0 1.7
a 1418 1914 72.9 62.3
a 1418 2041 31.1 26.6
a 1418 2875 6.5 5.6
a 1418 2959 45.4 38.8
a 1419 399 8.8 7.5
a 1419 690 105.5 90.2
a 1419 2464 10.5 9.0
a 1419 2629 9.1 7.8
a 1420 97 32.8 28.0
a 1420 1518 9.3 7.9
a 1420 2681 40.1 34.3
a 1421 1010 33.1 28.3
a 1421 1796 5.2 4.4
a 1421 1955 3.0 2.6
a 1421 2373 67.8 57.9
a 1422 1729 37.6 32.1
a 1423 1865 41.5 35.5
a 1423 2240 66.5 56.8
a 1423 2281 6.1 5.2
a 1424 1497 5.4 4.6
a 1425 1242 8.1 6.9
a 1425 2267 18.8 16.1
a 1425 2356 50.5 43.2
a 1426 544 2.5 2.1
a 1426 1216 9.8 8.4
a 1426 3121 2.4 2.1
a 1427 247 5.4 4.6
a 1427 643 74.1 63.3
a 1427 1831 84.9 72.6
a 1427 2954 5.0 4.3
a 1428 1122 26.2 22.4
a 1428 1174 10.3 8.8
a 1428 2884 21.4 18.3
a 1429 1298 8.9 7.6
a 1429 1531 46.1 39.4
a 1429 3044 9.8 8.4
a 1430 1990 47.0 40.2
a 1431 464 101.2 86.5
a 1431 2343 91.6 78.3
a 1431 3029 6.8 5.8
a 1432 520 5.1 4.4
a 1432 1068 14.1 12.1
a 1432 2771 61.9 52.9
